FIPS,Name,total_pop,hisp_pop,hisp_perc
19193001000,"Census Tract 10, Woodbury County, Iowa",1949,320,16.4
19193001100,"Census Tract 11, Woodbury County, Iowa",4451,1473,33.1
19193001200,"Census Tract 12, Woodbury County, Iowa",3011,1799,59.7
19193001300,"Census Tract 13, Woodbury County, Iowa",1345,315,23.4
19193001400,"Census Tract 14, Woodbury County, Iowa",4749,2149,45.3
19193001500,"Census Tract 15, Woodbury County, Iowa",1933,499,25.8
19193001800,"Census Tract 18, Woodbury County, Iowa",6582,875,13.3
19193001900,"Census Tract 19, Woodbury County, Iowa",2932,265,9.0
19193002000,"Census Tract 20, Woodbury County, Iowa",5119,325,6.3
19193002101,"Census Tract 21.01, Woodbury County, Iowa",2984,0,0.0
19193002102,"Census Tract 21.02, Woodbury County, Iowa",6098,513,8.4
19193003100,"Census Tract 31, Woodbury County, Iowa",4079,94,2.3
19193003200,"Census Tract 32, Woodbury County, Iowa",4748,61,1.3
19193003300,"Census Tract 33, Woodbury County, Iowa",7258,96,1.3
19193003500,"Census Tract 35, Woodbury County, Iowa",3974,86,2.2
19193003600,"Census Tract 36, Woodbury County, Iowa",3261,935,28.7
19193940200,"Census Tract 9402, Woodbury County, Iowa",0,0,
19195690100,"Census Tract 6901, Worth County, Iowa",2396,55,2.3
19195690200,"Census Tract 6902, Worth County, Iowa",2203,38,1.7
19195690300,"Census Tract 6903, Worth County, Iowa",2968,88,3.0
19197680100,"Census Tract 6801, Wright County, Iowa",3564,283,7.9
19197680200,"Census Tract 6802, Wright County, Iowa",1580,45,2.8
19197680300,"Census Tract 6803, Wright County, Iowa",3121,274,8.8
19197680400,"Census Tract 6804, Wright County, Iowa",1167,39,3.3
19197680500,"Census Tract 6805, Wright County, Iowa",3575,637,17.8
